velocity,angle,min_spin
3.4000000000000004,56,191
3.4000000000000004,57,186
3.4000000000000004,58,181
3.4000000000000004,59,176
3.4000000000000004,60,171
3.4000000000000004,61,165
3.4000000000000004,62,160
3.4000000000000004,63,155
3.4000000000000004,64,150
3.4000000000000004,65,144
3.4000000000000004,66,139
3.4000000000000004,67,133
3.4000000000000004,68,128
3.4000000000000004,69,122
3.4000000000000004,70,117
3.4000000000000004,71,111
3.4000000000000004,72,106
3.4000000000000004,73,100
3.4000000000000004,74,94
3.4000000000000004,75,88
3.4000000000000004,76,83
3.4000000000000004,77,77
3.4000000000000004,78,71
3.4000000000000004,79,65
3.4000000000000004,80,60
3.4000000000000004,81,54
3.4000000000000004,82,48
3.4000000000000004,83,42
3.4000000000000004,84,36
3.4000000000000004,85,30
3.4000000000000004,86,24
3.4000000000000004,87,18
3.4000000000000004,88,12
3.4000000000000004,89,6
3.5,56,196
3.5,57,191
3.5,58,186
3.5,59,181
3.5,60,176
3.5,61,170
3.5,62,165
3.5,63,159
3.5,64,154
3.5,65,148
3.5,66,143
3.5,67,137
3.5,68,132
3.5,69,126
3.5,70,120
3.5,71,114
3.5,72,109
3.5,73,103
3.5,74,97
3.5,75,91
3.5,76,85
3.5,77,79
3.5,78,73
3.5,79,67
3.5,80,61
3.5,81,55
3.5,82,49
3.5,83,43
3.5,84,37
3.5,85,31
3.5,86,25
3.5,87,19
3.5,88,13
3.5,89,7
3.6,57,197
3.6,58,191
3.6,59,186
3.6,60,181
3.6,61,175
3.6,62,170
3.6,63,164
3.6,64,158
3.6,65,153
3.6,66,147
3.6,67,141
3.6,68,135
3.6,69,130
3.6,70,124
3.6,71,118
3.6,72,112
3.6,73,106
3.6,74,100
3.6,75,94
3.6,76,88
3.6,77,81
3.6,78,75
3.6,79,69
3.6,80,63
3.6,81,57
3.6,82,51
3.6,83,44
3.6,84,38
3.6,85,32
3.6,86,26
3.6,87,19
3.6,88,13
3.6,89,7
3.7,58,197
3.7,59,191
3.7,60,186
3.7,61,180
3.7,62,174
3.7,63,168
3.7,64,163
3.7,65,157
3.7,66,151
3.7,67,145
3.7,68,139
3.7,69,133
3.7,70,127
3.7,71,121
3.7,72,115
3.7,73,109
3.7,74,102
3.7,75,96
3.7,76,90
3.7,77,84
3.7,78,77
3.7,79,71
3.7,80,65
3.7,81,58
3.7,82,52
3.7,83,46
3.7,84,39
3.7,85,33
3.7,86,26
3.7,87,20
3.7,88,13
3.7,89,7
3.8000000000000003,59,196
3.8000000000000003,60,191
3.8000000000000003,61,185
3.8000000000000003,62,179
3.8000000000000003,63,173
3.8000000000000003,64,167
3.8000000000000003,65,161
3.8000000000000003,66,155
3.8000000000000003,67,149
3.8000000000000003,68,143
3.8000000000000003,69,137
3.8000000000000003,70,130
3.8000000000000003,71,124
3.8000000000000003,72,118
3.8000000000000003,73,112
3.8000000000000003,74,105
3.8000000000000003,75,99
3.8000000000000003,76,92
3.8000000000000003,77,86
3.8000000000000003,78,80
3.8000000000000003,79,73
3.8000000000000003,80,66
3.8000000000000003,81,60
3.8000000000000003,82,53
3.8000000000000003,83,47
3.8000000000000003,84,40
3.8000000000000003,85,34
3.8000000000000003,86,27
3.8000000000000003,87,20
3.8000000000000003,88,14
3.8000000000000003,89,7
3.9000000000000004,60,196
3.9000000000000004,61,190
3.9000000000000004,62,184
3.9000000000000004,63,178
3.9000000000000004,64,171
3.9000000000000004,65,165
3.9000000000000004,66,159
3.9000000000000004,67,153
3.9000000000000004,68,147
3.9000000000000004,69,140
3.9000000000000004,70,134
3.9000000000000004,71,127
3.9000000000000004,72,121
3.9000000000000004,73,115
3.9000000000000004,74,108
3.9000000000000004,75,101
3.9000000000000004,76,95
3.9000000000000004,77,88
3.9000000000000004,78,82
3.9000000000000004,79,75
3.9000000000000004,80,68
3.9000000000000004,81,62
3.9000000000000004,82,55
3.9000000000000004,83,48
3.9000000000000004,84,41
3.9000000000000004,85,34
3.9000000000000004,86,28
3.9000000000000004,87,21
3.9000000000000004,88,14
3.9000000000000004,89,7
4.0,61,194
4.0,62,188
4.0,63,182
4.0,64,176
4.0,65,170
4.0,66,163
4.0,67,157
4.0,68,150
4.0,69,144
4.0,70,137
4.0,71,131
4.0,72,124
4.0,73,117
4.0,74,111
4.0,75,104
4.0,76,97
4.0,77,90
4.0,78,84
4.0,79,77
4.0,80,70
4.0,81,63
4.0,82,56
4.0,83,49
4.0,84,42
4.0,85,35
4.0,86,28
4.0,87,21
4.0,88,14
4.0,89,7
4.1000000000000005,61,199
4.1000000000000005,62,193
4.1000000000000005,63,187
4.1000000000000005,64,180
4.1000000000000005,65,174
4.1000000000000005,66,167
4.1000000000000005,67,161
4.1000000000000005,68,154
4.1000000000000005,69,147
4.1000000000000005,70,141
4.1000000000000005,71,134
4.1000000000000005,72,127
4.1000000000000005,73,120
4.1000000000000005,74,114
4.1000000000000005,75,107
4.1000000000000005,76,100
4.1000000000000005,77,93
4.1000000000000005,78,86
4.1000000000000005,79,79
4.1000000000000005,80,72
4.1000000000000005,81,65
4.1000000000000005,82,58
4.1000000000000005,83,50
4.1000000000000005,84,43
4.1000000000000005,85,36
4.1000000000000005,86,29
4.1000000000000005,87,22
4.1000000000000005,88,15
4.1000000000000005,89,8
4.2,62,198
4.2,63,191
4.2,64,185
4.2,65,178
4.2,66,171
4.2,67,165
4.2,68,158
4.2,69,151
4.2,70,144
4.2,71,137
4.2,72,130
4.2,73,123
4.2,74,116
4.2,75,109
4.2,76,102
4.2,77,95
4.2,78,88
4.2,79,81
4.2,80,73
4.2,81,66
4.2,82,59
4.2,83,52
4.2,84,44
4.2,85,37
4.2,86,30
4.2,87,22
4.2,88,15
4.2,89,8
4.3,63,196
4.3,64,189
4.3,65,182
4.3,66,175
4.3,67,169
4.3,68,162
4.3,69,155
4.3,70,148
4.3,71,140
4.3,72,133
4.3,73,126
4.3,74,119
4.3,75,112
4.3,76,105
4.3,77,97
4.3,78,90
4.3,79,83
4.3,80,75
4.3,81,68
4.3,82,60
4.3,83,53
4.3,84,45
4.3,85,38
4.3,86,30
4.3,87,23
4.3,88,16
4.3,89,8
4.4,64,193
4.4,65,186
4.4,66,179
4.4,67,172
4.4,68,165
4.4,69,158
4.4,70,151
4.4,71,144
4.4,72,136
4.4,73,129
4.4,74,122
4.4,75,114
4.4,76,107
4.4,77,99
4.4,78,92
4.4,79,84
4.4,80,77
4.4,81,69
4.4,82,62
4.4,83,54
4.4,84,46
4.4,85,39
4.4,86,31
4.4,87,24
4.4,88,16
4.4,89,8
4.5,64,198
4.5,65,191
4.5,66,184
4.5,67,176
4.5,68,169
4.5,69,162
4.5,70,154
4.5,71,147
4.5,72,140
4.5,73,132
4.5,74,125
4.5,75,117
4.5,76,109
4.5,77,102
4.5,78,94
4.5,79,86
4.5,80,79
4.5,81,71
4.5,82,63
4.5,83,55
4.5,84,48
4.5,85,40
4.5,86,32
4.5,87,24
4.5,88,16
4.5,89,8
4.6000000000000005,65,195
4.6000000000000005,66,188
4.6000000000000005,67,180
4.6000000000000005,68,173
4.6000000000000005,69,165
4.6000000000000005,70,158
4.6000000000000005,71,150
4.6000000000000005,72,143
4.6000000000000005,73,135
4.6000000000000005,74,127
4.6000000000000005,75,120
4.6000000000000005,76,112
4.6000000000000005,77,104
4.6000000000000005,78,96
4.6000000000000005,79,88
4.6000000000000005,80,80
4.6000000000000005,81,72
4.6000000000000005,82,65
4.6000000000000005,83,57
4.6000000000000005,84,49
4.6000000000000005,85,41
4.6000000000000005,86,33
4.6000000000000005,87,25
4.6000000000000005,88,17
4.6000000000000005,89,9
4.7,65,199
4.7,66,192
4.7,67,184
4.7,68,177
4.7,69,169
4.7,70,161
4.7,71,154
4.7,72,146
4.7,73,138
4.7,74,130
4.7,75,122
4.7,76,114
4.7,77,106
4.7,78,98
4.7,79,90
4.7,80,82
4.7,81,74
4.7,82,66
4.7,83,58
4.7,84,50
4.7,85,41
4.7,86,33
4.7,87,25
4.7,88,17
4.7,89,9
4.800000000000001,66,196
4.800000000000001,67,188
4.800000000000001,68,180
4.800000000000001,69,173
4.800000000000001,70,165
4.800000000000001,71,157
4.800000000000001,72,149
4.800000000000001,73,141
4.800000000000001,74,133
4.800000000000001,75,125
4.800000000000001,76,117
4.800000000000001,77,108
4.800000000000001,78,100
4.800000000000001,79,92
4.800000000000001,80,84
4.800000000000001,81,76
4.800000000000001,82,67
4.800000000000001,83,59
4.800000000000001,84,51
4.800000000000001,85,42
4.800000000000001,86,34
4.800000000000001,87,26
4.800000000000001,88,17
4.800000000000001,89,9
4.9,67,192
4.9,68,184
4.9,69,176
4.9,70,168
4.9,71,160
4.9,72,152
4.9,73,144
4.9,74,136
4.9,75,127
4.9,76,119
4.9,77,111
4.9,78,102
4.9,79,94
4.9,80,86
4.9,81,77
4.9,82,69
4.9,83,60
4.9,84,52
4.9,85,43
4.9,86,35
4.9,87,26
4.9,88,18
4.9,89,9
5.0,67,196
5.0,68,188
5.0,69,180
5.0,70,172
5.0,71,163
5.0,72,155
5.0,73,147
5.0,74,138
5.0,75,130
5.0,76,121
5.0,77,113
5.0,78,104
5.0,79,96
5.0,80,87
5.0,81,79
5.0,82,70
5.0,83,61
5.0,84,53
5.0,85,44
5.0,86,35
5.0,87,27
5.0,88,18
5.0,89,9
5.1000000000000005,68,192
5.1000000000000005,69,183
5.1000000000000005,70,175
5.1000000000000005,71,167
5.1000000000000005,72,158
5.1000000000000005,73,150
5.1000000000000005,74,141
5.1000000000000005,75,132
5.1000000000000005,76,124
5.1000000000000005,77,115
5.1000000000000005,78,107
5.1000000000000005,79,98
5.1000000000000005,80,89
5.1000000000000005,81,80
5.1000000000000005,82,71
5.1000000000000005,83,63
5.1000000000000005,84,54
5.1000000000000005,85,45
5.1000000000000005,86,36
5.1000000000000005,87,27
5.1000000000000005,88,18
5.1000000000000005,89,9
5.2,68,195
5.2,69,187
5.2,70,178
5.2,71,170
5.2,72,161
5.2,73,153
5.2,74,144
5.2,75,135
5.2,76,126
5.2,77,117
5.2,78,109
5.2,79,100
5.2,80,91
5.2,81,82
5.2,82,73
5.2,83,64
5.2,84,55
5.2,85,46
5.2,86,37
5.2,87,28
5.2,88,19
5.2,89,10
5.300000000000001,68,199
5.300000000000001,69,190
5.300000000000001,70,182
5.300000000000001,71,173
5.300000000000001,72,164
5.300000000000001,73,155
5.300000000000001,74,147
5.300000000000001,75,138
5.300000000000001,76,129
5.300000000000001,77,120
5.300000000000001,78,111
5.300000000000001,79,102
5.300000000000001,80,93
5.300000000000001,81,83
5.300000000000001,82,74
5.300000000000001,83,65
5.300000000000001,84,56
5.300000000000001,85,47
5.300000000000001,86,37
5.300000000000001,87,28
5.300000000000001,88,19
5.300000000000001,89,10
5.4,69,194
5.4,70,185
5.4,71,176
5.4,72,167
5.4,73,158
5.4,74,149
5.4,75,140
5.4,76,131
5.4,77,122
5.4,78,113
5.4,79,104
5.4,80,94
5.4,81,85
5.4,82,76
5.4,83,66
5.4,84,57
5.4,85,48
5.4,86,38
5.4,87,29
5.4,88,19
5.4,89,10
5.5,69,198
5.5,70,189
5.5,71,180
5.5,72,170
5.5,73,161
5.5,74,152
5.5,75,143
5.5,76,134
5.5,77,124
5.5,78,115
5.5,79,105
5.5,80,96
5.5,81,87
5.5,82,77
5.5,83,68
5.5,84,58
5.5,85,48
5.5,86,39
5.5,87,29
5.5,88,20
5.5,89,10
5.6000000000000005,70,192
5.6000000000000005,71,183
5.6000000000000005,72,174
5.6000000000000005,73,164
5.6000000000000005,74,155
5.6000000000000005,75,145
5.6000000000000005,76,136
5.6000000000000005,77,126
5.6000000000000005,78,117
5.6000000000000005,79,107
5.6000000000000005,80,98
5.6000000000000005,81,88
5.6000000000000005,82,78
5.6000000000000005,83,69
5.6000000000000005,84,59
5.6000000000000005,85,49
5.6000000000000005,86,40
5.6000000000000005,87,30
5.6000000000000005,88,20
5.6000000000000005,89,10
5.7,70,195
5.7,71,186
5.7,72,177
5.7,73,167
5.7,74,158
5.7,75,148
5.7,76,138
5.7,77,129
5.7,78,119
5.7,79,109
5.7,80,99
5.7,81,90
5.7,82,80
5.7,83,70
5.7,84,60
5.7,85,50
5.7,86,40
5.7,87,30
5.7,88,20
5.7,89,10
5.800000000000001,70,199
5.800000000000001,71,189
5.800000000000001,72,180
5.800000000000001,73,170
5.800000000000001,74,160
5.800000000000001,75,151
5.800000000000001,76,141
5.800000000000001,77,131
5.800000000000001,78,121
5.800000000000001,79,111
5.800000000000001,80,101
5.800000000000001,81,91
5.800000000000001,82,81
5.800000000000001,83,71
5.800000000000001,84,61
5.800000000000001,85,51
5.800000000000001,86,41
5.800000000000001,87,31
5.800000000000001,88,21
5.800000000000001,89,11
5.9,71,193
5.9,72,183
5.9,73,173
5.9,74,163
5.9,75,153
5.9,76,143
5.9,77,133
5.9,78,123
5.9,79,113
5.9,80,103
5.9,81,93
5.9,82,83
5.9,83,72
5.9,84,62
5.9,85,52
5.9,86,42
5.9,87,31
5.9,88,21
5.9,89,11
6.0,71,196
6.0,72,186
6.0,73,176
6.0,74,166
6.0,75,156
6.0,76,146
6.0,77,135
6.0,78,125
6.0,79,115
6.0,80,105
6.0,81,94
6.0,82,84
6.0,83,74
6.0,84,63
6.0,85,53
6.0,86,42
6.0,87,32
6.0,88,21
6.0,89,11
6.1000000000000005,71,199
6.1000000000000005,72,189
6.1000000000000005,73,179
6.1000000000000005,74,169
6.1000000000000005,75,158
6.1000000000000005,76,148
6.1000000000000005,77,138
6.1000000000000005,78,127
6.1000000000000005,79,117
6.1000000000000005,80,106
6.1000000000000005,81,96
6.1000000000000005,82,85
6.1000000000000005,83,75
6.1000000000000005,84,64
6.1000000000000005,85,54
6.1000000000000005,86,43
6.1000000000000005,87,32
6.1000000000000005,88,22
6.1000000000000005,89,11
6.2,72,192
6.2,73,182
6.2,74,171
6.2,75,161
6.2,76,150
6.2,77,140
6.2,78,129
6.2,79,119
6.2,80,108
6.2,81,97
6.2,82,87
6.2,83,76
6.2,84,65
6.2,85,55
6.2,86,44
6.2,87,33
6.2,88,22
6.2,89,11
6.300000000000001,72,195
6.300000000000001,73,185
6.300000000000001,74,174
6.300000000000001,75,164
6.300000000000001,76,153
6.300000000000001,77,142
6.300000000000001,78,131
6.300000000000001,79,121
6.300000000000001,80,110
6.300000000000001,81,99
6.300000000000001,82,88
6.300000000000001,83,77
6.300000000000001,84,66
6.300000000000001,85,55
6.300000000000001,86,44
6.300000000000001,87,33
6.300000000000001,88,22
6.300000000000001,89,11
6.4,72,198
6.4,73,188
6.4,74,177
6.4,75,166
6.4,76,155
6.4,77,144
6.4,78,134
6.4,79,123
6.4,80,112
6.4,81,101
6.4,82,90
6.4,83,78
6.4,84,67
6.4,85,56
6.4,86,45
6.4,87,34
6.4,88,23
6.4,89,12
6.5,73,191
6.5,74,180
6.5,75,169
6.5,76,158
6.5,77,147
6.5,78,136
6.5,79,125
6.5,80,113
6.5,81,102
6.5,82,91
6.5,83,80
6.5,84,68
6.5,85,57
6.5,86,46
6.5,87,35
6.5,88,23
6.5,89,12
6.6000000000000005,73,193
6.6000000000000005,74,182
6.6000000000000005,75,171
6.6000000000000005,76,160
6.6000000000000005,77,149
6.6000000000000005,78,138
6.6000000000000005,79,126
6.6000000000000005,80,115
6.6000000000000005,81,104
6.6000000000000005,82,92
6.6000000000000005,83,81
6.6000000000000005,84,69
6.6000000000000005,85,58
6.6000000000000005,86,47
6.6000000000000005,87,35
6.6000000000000005,88,24
6.6000000000000005,89,12
6.7,73,196
6.7,74,185
6.7,75,174
6.7,76,163
6.7,77,151
6.7,78,140
6.7,79,128
6.7,80,117
6.7,81,105
6.7,82,94
6.7,83,82
6.7,84,71
6.7,85,59
6.7,86,47
6.7,87,36
6.7,88,24
6.7,89,12
6.800000000000001,73,199
6.800000000000001,74,188
6.800000000000001,75,176
6.800000000000001,76,165
6.800000000000001,77,153
6.800000000000001,78,142
6.800000000000001,79,130
6.800000000000001,80,119
6.800000000000001,81,107
6.800000000000001,82,95
6.800000000000001,83,83
6.800000000000001,84,72
6.800000000000001,85,60
6.800000000000001,86,48
6.800000000000001,87,36
6.800000000000001,88,24
6.800000000000001,89,12
6.9,74,191
6.9,75,179
6.9,76,167
6.9,77,156
6.9,78,144
6.9,79,132
6.9,80,120
6.9,81,108
6.9,82,97
6.9,83,85
6.9,84,73
6.9,85,61
6.9,86,49
6.9,87,37
6.9,88,25
6.9,89,13
7.0,74,193
7.0,75,182
7.0,76,170
7.0,77,158
7.0,78,146
7.0,79,134
7.0,80,122
7.0,81,110
7.0,82,98
7.0,83,86
7.0,84,74
7.0,85,62
7.0,86,49
7.0,87,37
7.0,88,25
7.0,89,13
7.1000000000000005,74,196
7.1000000000000005,75,184
7.1000000000000005,76,172
7.1000000000000005,77,160
7.1000000000000005,78,148
7.1000000000000005,79,136
7.1000000000000005,80,124
7.1000000000000005,81,112
7.1000000000000005,82,99
7.1000000000000005,83,87
7.1000000000000005,84,75
7.1000000000000005,85,62
7.1000000000000005,86,50
7.1000000000000005,87,38
7.1000000000000005,88,25
7.1000000000000005,89,13
7.2,74,199
7.2,75,187
7.2,76,175
7.2,77,162
7.2,78,150
7.2,79,138
7.2,80,126
7.2,81,113
7.2,82,101
7.2,83,88
7.2,84,76
7.2,85,63
7.2,86,51
7.2,87,38
7.2,88,26
7.2,89,13
7.300000000000001,75,189
7.300000000000001,76,177
7.300000000000001,77,165
7.300000000000001,78,152
7.300000000000001,79,140
7.300000000000001,80,127
7.300000000000001,81,115
7.300000000000001,82,102
7.300000000000001,83,89
7.300000000000001,84,77
7.300000000000001,85,64
7.300000000000001,86,51
7.300000000000001,87,39
7.300000000000001,88,26
7.300000000000001,89,13
7.4,75,192
7.4,76,180
7.4,77,167
7.4,78,154
7.4,79,142
7.4,80,129
7.4,81,116
7.4,82,103
7.4,83,91
7.4,84,78
7.4,85,65
7.4,86,52
7.4,87,39
7.4,88,26
7.4,89,13
7.5,75,195
7.5,76,182
7.5,77,169
7.5,78,156
7.5,79,144
7.5,80,131
7.5,81,118
7.5,82,105
7.5,83,92
7.5,84,79
7.5,85,66
7.5,86,53
7.5,87,40
7.5,88,27
7.5,89,14
7.6000000000000005,75,197
7.6000000000000005,76,184
7.6000000000000005,77,171
7.6000000000000005,78,159
7.6000000000000005,79,146
7.6000000000000005,80,132
7.6000000000000005,81,119
7.6000000000000005,82,106
7.6000000000000005,83,93
7.6000000000000005,84,80
7.6000000000000005,85,67
7.6000000000000005,86,54
7.6000000000000005,87,40
7.6000000000000005,88,27
7.6000000000000005,89,14
7.7,76,187
7.7,77,174
7.7,78,161
7.7,79,147
7.7,80,134
7.7,81,121
7.7,82,108
7.7,83,94
7.7,84,81
7.7,85,68
7.7,86,54
7.7,87,41
7.7,88,27
7.7,89,14
7.800000000000001,76,189
7.800000000000001,77,176
7.800000000000001,78,163
7.800000000000001,79,149
7.800000000000001,80,136
7.800000000000001,81,123
7.800000000000001,82,109
7.800000000000001,83,96
7.800000000000001,84,82
7.800000000000001,85,68
7.800000000000001,86,55
7.800000000000001,87,41
7.800000000000001,88,28
7.800000000000001,89,14
7.9,76,192
7.9,77,178
7.9,78,165
7.9,79,151
7.9,80,138
7.9,81,124
7.9,82,110
7.9,83,97
7.9,84,83
7.9,85,69
7.9,86,56
7.9,87,42
7.9,88,28
7.9,89,14
8.0,76,194
8.0,77,180
8.0,78,167
8.0,79,153
8.0,80,139
8.0,81,126
8.0,82,112
8.0,83,98
8.0,84,84
8.0,85,70
8.0,86,56
8.0,87,42
8.0,88,28
8.0,89,14
8.1,76,196
8.1,77,183
8.1,78,169
8.1,79,155
8.1,80,141
8.1,81,127
8.1,82,113
8.1,83,99
8.1,84,85
8.1,85,71
8.1,86,57
8.1,87,43
8.1,88,29
8.1,89,15
8.200000000000001,76,199
8.200000000000001,77,185
8.200000000000001,78,171
8.200000000000001,79,157
8.200000000000001,80,143
8.200000000000001,81,129
8.200000000000001,82,115
8.200000000000001,83,100
8.200000000000001,84,86
8.200000000000001,85,72
8.200000000000001,86,58
8.200000000000001,87,43
8.200000000000001,88,29
8.200000000000001,89,15
8.3,77,187
8.3,78,173
8.3,79,159
8.3,80,145
8.3,81,130
8.3,82,116
8.3,83,102
8.3,84,87
8.3,85,73
8.3,86,58
8.3,87,44
8.3,88,29
8.3,89,15
8.4,77,189
8.4,78,175
8.4,79,161
8.4,80,146
8.4,81,132
8.4,82,117
8.4,83,103
8.4,84,88
8.4,85,74
8.4,86,59
8.4,87,44
8.4,88,30
8.4,89,15
8.5,77,192
8.5,78,177
8.5,79,163
8.5,80,148
8.5,81,133
8.5,82,119
8.5,83,104
8.5,84,89
8.5,85,75
8.5,86,60
8.5,87,45
8.5,88,30
8.5,89,15
8.6,77,194
8.6,78,179
8.6,79,165
8.6,80,150
8.6,81,135
8.6,82,120
8.6,83,105
8.6,84,90
8.6,85,75
8.6,86,60
8.6,87,46
8.6,88,31
8.6,89,16
8.700000000000001,77,196
8.700000000000001,78,181
8.700000000000001,79,167
8.700000000000001,80,152
8.700000000000001,81,137
8.700000000000001,82,122
8.700000000000001,83,107
8.700000000000001,84,91
8.700000000000001,85,76
8.700000000000001,86,61
8.700000000000001,87,46
8.700000000000001,88,31
8.700000000000001,89,16
8.8,77,198
8.8,78,183
8.8,79,168
8.8,80,153
8.8,81,138
8.8,82,123
8.8,83,108
8.8,84,92
8.8,85,77
8.8,86,62
8.8,87,47
8.8,88,31
8.8,89,16
8.9,78,186
8.9,79,170
8.9,80,155
8.9,81,140
8.9,82,124
8.9,83,109
8.9,84,94
8.9,85,78
8.9,86,63
8.9,87,47
8.9,88,32
8.9,89,16
9.0,78,188
9.0,79,172
9.0,80,157
9.0,81,141
9.0,82,126
9.0,83,110
9.0,84,95
9.0,85,79
9.0,86,63
9.0,87,48
9.0,88,32
9.0,89,16
9.1,78,190
9.1,79,174
9.1,80,159
9.1,81,143
9.1,82,127
9.1,83,111
9.1,84,96
9.1,85,80
9.1,86,64
9.1,87,48
9.1,88,32
9.1,89,16
9.200000000000001,78,192
9.200000000000001,79,176
9.200000000000001,80,160
9.200000000000001,81,144
9.200000000000001,82,129
9.200000000000001,83,113
9.200000000000001,84,97
9.200000000000001,85,81
9.200000000000001,86,65
9.200000000000001,87,49
9.200000000000001,88,33
9.200000000000001,89,17
9.3,78,194
9.3,79,178
9.3,80,162
9.3,81,146
9.3,82,130
9.3,83,114
9.3,84,98
9.3,85,82
9.3,86,65
9.3,87,49
9.3,88,33
9.3,89,17
9.4,78,196
9.4,79,180
9.4,80,164
9.4,81,148
9.4,82,131
9.4,83,115
9.4,84,99
9.4,85,82
9.4,86,66
9.4,87,50
9.4,88,33
9.4,89,17
9.5,78,198
9.5,79,182
9.5,80,165
9.5,81,149
9.5,82,133
9.5,83,116
9.5,84,100
9.5,85,83
9.5,86,67
9.5,87,50
9.5,88,34
9.5,89,17
9.600000000000001,79,184
9.600000000000001,80,167
9.600000000000001,81,151
9.600000000000001,82,134
9.600000000000001,83,117
9.600000000000001,84,101
9.600000000000001,85,84
9.600000000000001,86,67
9.600000000000001,87,51
9.600000000000001,88,34
9.600000000000001,89,17
9.700000000000001,79,186
9.700000000000001,80,169
9.700000000000001,81,152
9.700000000000001,82,135
9.700000000000001,83,119
9.700000000000001,84,102
9.700000000000001,85,85
9.700000000000001,86,68
9.700000000000001,87,51
9.700000000000001,88,34
9.700000000000001,89,17
9.8,79,187
9.8,80,171
9.8,81,154
9.8,82,137
9.8,83,120
9.8,84,103
9.8,85,86
9.8,86,69
9.8,87,52
9.8,88,35
