velocity,angle,min_spin
9.8,89,18
9.9,79,189
9.9,80,172
9.9,81,155
9.9,82,138
9.9,83,121
9.9,84,104
9.9,85,87
9.9,86,70
9.9,87,52
9.9,88,35
9.9,89,18
10.0,79,191
10.0,80,174
10.0,81,157
10.0,82,140
10.0,83,122
10.0,84,105
10.0,85,88
10.0,86,70
10.0,87,53
10.0,88,35
10.0,89,18
10.100000000000001,79,193
10.100000000000001,80,176
10.100000000000001,81,158
10.100000000000001,82,141
10.100000000000001,83,124
10.100000000000001,84,106
10.100000000000001,85,89
10.100000000000001,86,71
10.100000000000001,87,53
10.100000000000001,88,36
10.100000000000001,89,18
10.200000000000001,79,195
10.200000000000001,80,178
10.200000000000001,81,160
10.200000000000001,82,142
10.200000000000001,83,125
10.200000000000001,84,107
10.200000000000001,85,89
10.200000000000001,86,72
10.200000000000001,87,54
10.200000000000001,88,36
10.200000000000001,89,18
10.3,79,197
10.3,80,179
10.3,81,162
10.3,82,144
10.3,83,126
10.3,84,108
10.3,85,90
10.3,86,72
10.3,87,54
10.3,88,36
10.3,89,18
10.4,79,199
10.4,80,181
10.4,81,163
10.4,82,145
10.4,83,127
10.4,84,109
10.4,85,91
10.4,86,73
10.4,87,55
10.4,88,37
10.4,89,19
10.5,80,183
10.5,81,165
10.5,82,147
10.5,83,128
10.5,84,110
10.5,85,92
10.5,86,74
10.5,87,55
10.5,88,37
10.5,89,19
10.600000000000001,80,185
10.600000000000001,81,166
10.600000000000001,82,148
10.600000000000001,83,130
10.600000000000001,84,111
10.600000000000001,85,93
10.600000000000001,86,74
10.600000000000001,87,56
10.600000000000001,88,37
10.600000000000001,89,19
10.700000000000001,80,186
10.700000000000001,81,168
10.700000000000001,82,149
10.700000000000001,83,131
10.700000000000001,84,112
10.700000000000001,85,94
10.700000000000001,86,75
10.700000000000001,87,56
10.700000000000001,88,38
10.700000000000001,89,19
10.8,80,188
10.8,81,169
10.8,82,151
10.8,83,132
10.8,84,113
10.8,85,95
10.8,86,76
10.8,87,57
10.8,88,38
10.8,89,19
10.9,80,190
10.9,81,171
10.9,82,152
10.9,83,133
10.9,84,114
10.9,85,95
10.9,86,77
10.9,87,58
10.9,88,39
10.9,89,20
11.0,80,192
11.0,81,173
11.0,82,154
11.0,83,135
11.0,84,115
11.0,85,96
11.0,86,77
11.0,87,58
11.0,88,39
11.0,89,20
11.100000000000001,80,193
11.100000000000001,81,174
11.100000000000001,82,155
11.100000000000001,83,136
11.100000000000001,84,117
11.100000000000001,85,97
11.100000000000001,86,78
11.100000000000001,87,59
11.100000000000001,88,39
11.100000000000001,89,20
11.200000000000001,80,195
11.200000000000001,81,176
11.200000000000001,82,156
11.200000000000001,83,137
11.200000000000001,84,118
11.200000000000001,85,98
11.200000000000001,86,79
11.200000000000001,87,59
11.200000000000001,88,40
11.200000000000001,89,20
11.3,80,197
11.3,81,177
11.3,82,158
11.3,83,138
11.3,84,119
11.3,85,99
11.3,86,79
11.3,87,60
11.3,88,40
11.3,89,20
11.4,80,198
11.4,81,179
11.4,82,159
11.4,83,139
11.4,84,120
11.4,85,100
11.4,86,80
11.4,87,60
11.4,88,40
11.4,89,20
11.5,81,180
11.5,82,161
11.5,83,141
11.5,84,121
11.5,85,101
11.5,86,81
11.5,87,61
11.5,88,41
11.5,89,21
11.600000000000001,81,182
11.600000000000001,82,162
11.600000000000001,83,142
11.600000000000001,84,122
11.600000000000001,85,102
11.600000000000001,86,81
11.600000000000001,87,61
11.600000000000001,88,41
11.600000000000001,89,21
11.700000000000001,81,184
11.700000000000001,82,163
11.700000000000001,83,143
11.700000000000001,84,123
11.700000000000001,85,102
11.700000000000001,86,82
11.700000000000001,87,62
11.700000000000001,88,41
11.700000000000001,89,21
11.8,81,185
11.8,82,165
11.8,83,144
11.8,84,124
11.8,85,103
11.8,86,83
11.8,87,62
11.8,88,42
11.8,89,21
11.9,81,187
11.9,82,166
11.9,83,146
11.9,84,125
11.9,85,104
11.9,86,84
11.9,87,63
11.9,88,42
11.9,89,21
12.0,81,188
12.0,82,168
12.0,83,147
12.0,84,126
12.0,85,105
12.0,86,84
12.0,87,63
12.0,88,42
12.0,89,21
12.100000000000001,81,190
12.100000000000001,82,169
12.100000000000001,83,148
12.100000000000001,84,127
12.100000000000001,85,106
12.100000000000001,86,85
12.100000000000001,87,64
12.100000000000001,88,43
12.100000000000001,89,22
12.200000000000001,81,191
12.200000000000001,82,170
12.200000000000001,83,149
12.200000000000001,84,128
12.200000000000001,85,107
12.200000000000001,86,86
12.200000000000001,87,64
12.200000000000001,88,43
12.200000000000001,89,22
12.3,81,193
12.3,82,172
12.3,83,150
12.3,84,129
12.3,85,108
12.3,86,86
12.3,87,65
12.3,88,43
12.3,89,22
12.4,81,194
12.4,82,173
12.4,83,152
12.4,84,130
12.4,85,109
12.4,86,87
12.4,87,65
12.4,88,44
12.4,89,22
12.5,81,196
12.5,82,174
12.5,83,153
12.5,84,131
12.5,85,109
12.5,86,88
12.5,87,66
12.5,88,44
12.5,89,22
12.600000000000001,81,198
12.600000000000001,82,176
12.600000000000001,83,154
12.600000000000001,84,132
12.600000000000001,85,110
12.600000000000001,86,88
12.600000000000001,87,66
12.600000000000001,88,44
12.600000000000001,89,22
12.700000000000001,81,199
12.700000000000001,82,177
12.700000000000001,83,155
12.700000000000001,84,133
12.700000000000001,85,111
12.700000000000001,86,89
12.700000000000001,87,67
12.700000000000001,88,45
12.700000000000001,89,23
12.8,82,179
12.8,83,156
12.8,84,134
12.8,85,112
12.8,86,90
12.8,87,67
12.8,88,45
12.8,89,23
12.9,82,180
12.9,83,158
12.9,84,135
12.9,85,113
12.9,86,90
12.9,87,68
12.9,88,46
12.9,89,23
13.0,82,181
13.0,83,159
13.0,84,136
13.0,85,114
13.0,86,91
13.0,87,69
13.0,88,46
13.0,89,23
13.100000000000001,82,183
13.100000000000001,83,160
13.100000000000001,84,137
13.100000000000001,85,115
13.100000000000001,86,92
13.100000000000001,87,69
13.100000000000001,88,46
13.100000000000001,89,23
13.200000000000001,82,184
13.200000000000001,83,161
13.200000000000001,84,138
13.200000000000001,85,116
13.200000000000001,86,93
13.200000000000001,87,70
13.200000000000001,88,47
13.200000000000001,89,24
13.3,82,186
13.3,83,163
13.3,84,140
13.3,85,116
13.3,86,93
13.3,87,70
13.3,88,47
13.3,89,24
13.4,82,187
13.4,83,164
13.4,84,141
13.4,85,117
13.4,86,94
13.4,87,71
13.4,88,47
13.4,89,24
13.5,82,188
13.5,83,165
13.5,84,142
13.5,85,118
13.5,86,95
13.5,87,71
13.5,88,48
13.5,89,24
13.600000000000001,82,190
13.600000000000001,83,166
13.600000000000001,84,143
13.600000000000001,85,119
13.600000000000001,86,95
13.600000000000001,87,72
13.600000000000001,88,48
13.600000000000001,89,24
13.700000000000001,82,191
13.700000000000001,83,167
13.700000000000001,84,144
13.700000000000001,85,120
13.700000000000001,86,96
13.700000000000001,87,72
13.700000000000001,88,48
13.700000000000001,89,24
13.8,82,193
13.8,83,169
13.8,84,145
13.8,85,121
13.8,86,97
13.8,87,73
13.8,88,49
13.8,89,25
13.9,82,194
13.9,83,170
13.9,84,146
13.9,85,122
13.9,86,97
13.9,87,73
13.9,88,49
13.9,89,25
14.0,82,195
14.0,83,171
14.0,84,147
14.0,85,123
14.0,86,98
14.0,87,74
14.0,88,49
14.0,89,25
14.100000000000001,82,197
14.100000000000001,83,172
14.100000000000001,84,148
14.100000000000001,85,123
14.100000000000001,86,99
14.100000000000001,87,74
14.100000000000001,88,50
14.100000000000001,89,25
14.200000000000001,82,198
14.200000000000001,83,174
14.200000000000001,84,149
14.200000000000001,85,124
14.200000000000001,86,100
14.200000000000001,87,75
14.200000000000001,88,50
14.200000000000001,89,25
14.3,83,175
14.3,84,150
14.3,85,125
14.3,86,100
14.3,87,75
14.3,88,50
14.3,89,25
14.4,83,176
14.4,84,151
14.4,85,126
14.4,86,101
14.4,87,76
14.4,88,51
14.4,89,26
14.5,83,177
14.5,84,152
14.5,85,127
14.5,86,102
14.5,87,76
14.5,88,51
14.5,89,26
14.600000000000001,83,178
14.600000000000001,84,153
14.600000000000001,85,128
14.600000000000001,86,102
14.600000000000001,87,77
14.600000000000001,88,51
14.600000000000001,89,26
14.700000000000001,83,180
14.700000000000001,84,154
14.700000000000001,85,129
14.700000000000001,86,103
14.700000000000001,87,77
14.700000000000001,88,52
14.700000000000001,89,26
14.8,83,181
14.8,84,155
14.8,85,129
14.8,86,104
14.8,87,78
14.8,88,52
14.8,89,26
14.9,83,182
14.9,84,156
14.9,85,130
14.9,86,104
14.9,87,78
14.9,88,53
14.9,89,27
15.0,83,183
15.0,84,157
15.0,85,131
15.0,86,105
15.0,87,79
15.0,88,53
15.0,89,27
15.100000000000001,83,185
15.100000000000001,84,158
15.100000000000001,85,132
15.100000000000001,86,106
15.100000000000001,87,80
15.100000000000001,88,53
15.100000000000001,89,27
15.200000000000001,83,186
15.200000000000001,84,159
15.200000000000001,85,133
15.200000000000001,86,107
15.200000000000001,87,80
15.200000000000001,88,54
15.200000000000001,89,27
15.3,83,187
15.3,84,160
15.3,85,134
15.3,86,107
15.3,87,81
15.3,88,54
15.3,89,27
15.4,83,188
15.4,84,161
15.4,85,135
15.4,86,108
15.4,87,81
15.4,88,54
15.4,89,27
15.5,83,189
15.5,84,163
15.5,85,136
15.5,86,109
15.5,87,82
15.5,88,55
15.5,89,28
15.600000000000001,83,191
15.600000000000001,84,164
15.600000000000001,85,136
15.600000000000001,86,109
15.600000000000001,87,82
15.600000000000001,88,55
15.600000000000001,89,28
15.700000000000001,83,192
15.700000000000001,84,165
15.700000000000001,85,137
15.700000000000001,86,110
15.700000000000001,87,83
15.700000000000001,88,55
15.700000000000001,89,28
15.8,83,193
15.8,84,166
15.8,85,138
15.8,86,111
15.8,87,83
15.8,88,56
15.8,89,28
15.9,83,194
15.9,84,167
15.9,85,139
15.9,86,111
15.9,87,84
15.9,88,56
15.9,89,28
16.0,83,195
16.0,84,168
16.0,85,140
16.0,86,112
16.0,87,84
16.0,88,56
16.0,89,28
16.1,83,197
16.1,84,169
16.1,85,141
16.1,86,113
16.1,87,85
16.1,88,57
16.1,89,29
16.2,83,198
16.2,84,170
16.2,85,142
16.2,86,114
16.2,87,85
16.2,88,57
16.2,89,29
16.3,83,199
16.3,84,171
16.3,85,143
16.3,86,114
16.3,87,86
16.3,88,57
16.3,89,29
16.400000000000002,84,172
16.400000000000002,85,143
16.400000000000002,86,115
16.400000000000002,87,86
16.400000000000002,88,58
16.400000000000002,89,29
16.5,84,173
16.5,85,144
16.5,86,116
16.5,87,87
16.5,88,58
16.5,89,29
16.6,84,174
16.6,85,145
16.6,86,116
16.6,87,87
16.6,88,58
16.6,89,29
16.7,84,175
16.7,85,146
16.7,86,117
16.7,87,88
16.7,88,59
16.7,89,30
16.8,84,176
16.8,85,147
16.8,86,118
16.8,87,88
16.8,88,59
16.8,89,30
16.900000000000002,84,177
16.900000000000002,85,148
16.900000000000002,86,118
16.900000000000002,87,89
16.900000000000002,88,59
16.900000000000002,89,30
17.0,84,178
17.0,85,149
17.0,86,119
17.0,87,89
17.0,88,60
17.0,89,30
17.1,84,179
17.1,85,150
17.1,86,120
17.1,87,90
17.1,88,60
17.1,89,30
17.2,84,180
17.2,85,150
17.2,86,120
17.2,87,91
17.2,88,61
17.2,89,31
17.3,84,181
17.3,85,151
17.3,86,121
17.3,87,91
17.3,88,61
17.3,89,31
17.400000000000002,84,182
17.400000000000002,85,152
17.400000000000002,86,122
17.400000000000002,87,92
17.400000000000002,88,61
17.400000000000002,89,31
17.5,84,183
17.5,85,153
17.5,86,123
17.5,87,92
17.5,88,62
17.5,89,31
17.6,84,184
17.6,85,154
17.6,86,123
17.6,87,93
17.6,88,62
17.6,89,31
17.7,84,186
17.7,85,155
17.7,86,124
17.7,87,93
17.7,88,62
17.7,89,31
17.8,84,187
17.8,85,156
17.8,86,125
17.8,87,94
17.8,88,63
17.8,89,32
17.900000000000002,84,188
17.900000000000002,85,157
17.900000000000002,86,125
17.900000000000002,87,94
17.900000000000002,88,63
17.900000000000002,89,32
18.0,84,189
18.0,85,157
18.0,86,126
18.0,87,95
18.0,88,63
18.0,89,32
18.1,84,190
18.1,85,158
18.1,86,127
18.1,87,95
18.1,88,64
18.1,89,32
18.2,84,191
18.2,85,159
18.2,86,127
18.2,87,96
18.2,88,64
18.2,89,32
18.3,84,192
18.3,85,160
18.3,86,128
18.3,87,96
18.3,88,64
18.3,89,32
18.400000000000002,84,193
18.400000000000002,85,161
18.400000000000002,86,129
18.400000000000002,87,97
18.400000000000002,88,65
18.400000000000002,89,33
18.5,84,194
18.5,85,162
18.5,86,130
18.5,87,97
18.5,88,65
18.5,89,33
18.6,84,195
18.6,85,163
18.6,86,130
18.6,87,98
18.6,88,65
18.6,89,33
18.7,84,196
18.7,85,163
18.7,86,131
18.7,87,98
18.7,88,66
18.7,89,33
18.8,84,197
18.8,85,164
18.8,86,132
18.8,87,99
18.8,88,66
18.8,89,33
18.900000000000002,84,198
18.900000000000002,85,165
18.900000000000002,86,132
18.900000000000002,87,99
18.900000000000002,88,66
18.900000000000002,89,33
19.0,84,199
19.0,85,166
19.0,86,133
19.0,87,100
19.0,88,67
19.0,89,34
19.1,85,167
19.1,86,134
19.1,87,100
19.1,88,67
19.1,89,34
19.200000000000003,85,168
19.200000000000003,86,134
19.200000000000003,87,101
19.200000000000003,88,68
19.200000000000003,89,34
19.3,85,169
19.3,86,135
19.3,87,102
19.3,88,68
19.3,89,34
19.400000000000002,85,170
19.400000000000002,86,136
19.400000000000002,87,102
19.400000000000002,88,68
19.400000000000002,89,34
19.5,85,170
19.5,86,137
19.5,87,103
19.5,88,69
19.5,89,35
19.6,85,171
19.6,86,137
19.6,87,103
19.6,88,69
19.6,89,35
19.700000000000003,85,172
19.700000000000003,86,138
19.700000000000003,87,104
19.700000000000003,88,69
19.700000000000003,89,35
19.8,85,173
19.8,86,139
19.8,87,104
19.8,88,70
19.8,89,35
19.900000000000002,85,174
19.900000000000002,86,139
19.900000000000002,87,105
19.900000000000002,88,70
19.900000000000002,89,35
20.0,85,175
20.0,86,140
20.0,87,105
20.0,88,70
20.0,89,35
20.1,85,176
20.1,86,141
20.1,87,106
20.1,88,71
20.1,89,36
20.200000000000003,85,177
20.200000000000003,86,141
20.200000000000003,87,106
20.200000000000003,88,71
20.200000000000003,89,36
20.3,85,177
20.3,86,142
20.3,87,107
20.3,88,71
20.3,89,36
20.400000000000002,85,178
20.400000000000002,86,143
20.400000000000002,87,107
20.400000000000002,88,72
20.400000000000002,89,36
20.5,85,179
20.5,86,144
20.5,87,108
20.5,88,72
20.5,89,36
20.6,85,180
20.6,86,144
20.6,87,108
20.6,88,72
20.6,89,36
20.700000000000003,85,181
20.700000000000003,86,145
20.700000000000003,87,109
20.700000000000003,88,73
20.700000000000003,89,37
20.8,85,182
20.8,86,146
20.8,87,109
20.8,88,73
20.8,89,37
20.900000000000002,85,183
20.900000000000002,86,146
20.900000000000002,87,110
20.900000000000002,88,73
20.900000000000002,89,37
21.0,85,184
21.0,86,147
21.0,87,110
21.0,88,74
21.0,89,37
21.1,85,184
21.1,86,148
21.1,87,111
21.1,88,74
21.1,89,37
21.200000000000003,85,185
21.200000000000003,86,148
21.200000000000003,87,111
21.200000000000003,88,74
21.200000000000003,89,37
21.3,85,186
21.3,86,149
21.3,87,112
21.3,88,75
21.3,89,38
21.400000000000002,85,187
21.400000000000002,86,150
21.400000000000002,87,112
21.400000000000002,88,75
21.400000000000002,89,38
21.5,85,188
21.5,86,150
21.5,87,113
21.5,88,76
21.5,89,38
21.6,85,189
21.6,86,151
21.6,87,114
21.6,88,76
21.6,89,38
21.700000000000003,85,190
21.700000000000003,86,152
21.700000000000003,87,114
21.700000000000003,88,76
21.700000000000003,89,38
21.8,85,190
21.8,86,153
21.8,87,115
21.8,88,77
21.8,89,39
21.900000000000002,85,191
21.900000000000002,86,153
21.900000000000002,87,115
21.900000000000002,88,77
21.900000000000002,89,39
22.0,85,192
22.0,86,154
22.0,87,116
22.0,88,77
22.0,89,39
22.1,85,193
22.1,86,155
22.1,87,116
22.1,88,78
22.1,89,39
22.200000000000003,85,194
22.200000000000003,86,155
22.200000000000003,87,117
22.200000000000003,88,78
22.200000000000003,89,39
22.3,85,195
22.3,86,156
22.3,87,117
22.3,88,78
22.3,89,39
22.400000000000002,85,196
22.400000000000002,86,157
22.400000000000002,87,118
22.400000000000002,88,79
22.400000000000002,89,40
22.5,85,197
22.5,86,157
22.5,87,118
22.5,88,79
22.5,89,40
22.6,85,197
22.6,86,158
22.6,87,119
22.6,88,79
22.6,89,40
22.700000000000003,85,198
22.700000000000003,86,159
22.700000000000003,87,119
22.700000000000003,88,80
22.700000000000003,89,40
22.8,85,199
22.8,86,160
22.8,87,120
22.8,88,80
22.8,89,40
22.900000000000002,86,160
22.900000000000002,87,120
22.900000000000002,88,80
22.900000000000002,89,40
23.0,86,161
23.0,87,121
23.0,88,81
23.0,89,41
23.1,86,162
23.1,87,121
23.1,88,81
23.1,89,41
23.200000000000003,86,162
23.200000000000003,87,122
23.200000000000003,88,81
23.200000000000003,89,41
23.3,86,163
23.3,87,122
23.3,88,82
23.3,89,41
23.400000000000002,86,164
23.400000000000002,87,123
23.400000000000002,88,82
23.400000000000002,89,41
23.5,86,164
23.5,87,123
23.5,88,83
23.5,89,42
23.6,86,165
23.6,87,124
23.6,88,83
23.6,89,42
23.700000000000003,86,166
23.700000000000003,87,125
23.700000000000003,88,83
23.700000000000003,89,42
23.8,86,167
23.8,87,125
23.8,88,84
23.8,89,42
23.900000000000002,86,167
23.900000000000002,87,126
23.900000000000002,88,84
23.900000000000002,89,42
24.0,86,168
24.0,87,126
24.0,88,84
24.0,89,42
24.1,86,169
24.1,87,127
24.1,88,85
24.1,89,43
24.200000000000003,86,169
24.200000000000003,87,127
24.200000000000003,88,85
24.200000000000003,89,43
24.3,86,170
24.3,87,128
24.3,88,85
24.3,89,43
24.400000000000002,86,171
24.400000000000002,87,128
24.400000000000002,88,86
24.400000000000002,89,43
24.5,86,171
24.5,87,129
24.5,88,86
24.5,89,43
24.6,86,172
24.6,87,129
24.6,88,86
24.6,89,43
24.700000000000003,86,173
24.700000000000003,87,130
24.700000000000003,88,87
24.700000000000003,89,44
24.8,86,173
24.8,87,130
24.8,88,87
24.8,89,44
24.900000000000002,86,174
24.900000000000002,87,131
24.900000000000002,88,87
24.900000000000002,89,44
25.0,86,175
25.0,87,131
25.0,88,88
25.0,89,44
25.1,86,176
25.1,87,132
25.1,88,88
25.1,89,44
25.200000000000003,86,176
25.200000000000003,87,132
25.200000000000003,88,88
25.200000000000003,89,44
25.3,86,177
25.3,87,133
25.3,88,89
25.3,89,45
25.400000000000002,86,178
25.400000000000002,87,133
25.400000000000002,88,89
25.400000000000002,89,45
25.5,86,178
25.5,87,134
25.5,88,89
25.5,89,45
25.6,86,179
25.6,87,134
25.6,88,90
25.6,89,45
25.700000000000003,86,180
25.700000000000003,87,135
25.700000000000003,88,90
25.700000000000003,89,45
25.8,86,180
25.8,87,136
25.8,88,91
25.8,89,46
25.900000000000002,86,181
25.900000000000002,87,136
25.900000000000002,88,91
25.900000000000002,89,46
26.0,86,182
26.0,87,137
26.0,88,91
26.0,89,46
26.1,86,183
26.1,87,137
26.1,88,92
26.1,89,46
26.200000000000003,86,183
26.200000000000003,87,138
26.200000000000003,88,92
26.200000000000003,89,46
26.3,86,184
26.3,87,138
26.3,88,92
26.3,89,46
26.400000000000002,86,185
26.400000000000002,87,139
26.400000000000002,88,93
26.400000000000002,89,47
26.5,86,185
26.5,87,139
26.5,88,93
26.5,89,47
26.6,86,186
26.6,87,140
26.6,88,93
26.6,89,47
26.700000000000003,86,187
26.700000000000003,87,140
26.700000000000003,88,94
26.700000000000003,89,47
26.8,86,187
26.8,87,141
26.8,88,94
26.8,89,47
26.900000000000002,86,188
26.900000000000002,87,141
26.900000000000002,88,94
26.900000000000002,89,47
27.0,86,189
27.0,87,142
27.0,88,95
27.0,89,48
27.1,86,190
27.1,87,142
27.1,88,95
27.1,89,48
27.200000000000003,86,190
27.200000000000003,87,143
27.200000000000003,88,95
27.200000000000003,89,48
27.3,86,191
27.3,87,143
27.3,88,96
27.3,89,48
27.400000000000002,86,192
27.400000000000002,87,144
27.400000000000002,88,96
27.400000000000002,89,48
27.5,86,192
27.5,87,144
27.5,88,96
27.5,89,48
27.6,86,193
27.6,87,145
27.6,88,97
27.6,89,49
27.700000000000003,86,194
27.700000000000003,87,145
27.700000000000003,88,97
27.700000000000003,89,49
27.8,86,194
27.8,87,146
27.8,88,98
27.8,89,49
27.900000000000002,86,195
27.900000000000002,87,147
27.900000000000002,88,98
27.900000000000002,89,49
28.0,86,196
28.0,87,147
28.0,88,98
28.0,89,49
28.1,86,197
28.1,87,148
28.1,88,99
28.1,89,50
28.200000000000003,86,197
28.200000000000003,87,148
28.200000000000003,88,99
28.200000000000003,89,50
28.3,86,198
28.3,87,149
28.3,88,99
28.3,89,50
28.400000000000002,86,199
28.400000000000002,87,149
28.400000000000002,88,100
28.400000000000002,89,50
28.5,86,199
28.5,87,150
28.5,88,100
28.5,89,50
28.6,87,150
28.6,88,100
28.6,89,50
28.700000000000003,87,151
28.700000000000003,88,101
28.700000000000003,89,51
28.8,87,151
28.8,88,101
28.8,89,51
28.900000000000002,87,152
28.900000000000002,88,101
28.900000000000002,89,51
29.0,87,152
29.0,88,102
29.0,89,51
29.1,87,153
29.1,88,102
29.1,89,51
29.200000000000003,87,153
29.200000000000003,88,102
29.200000000000003,89,51
29.3,87,154
29.3,88,103
29.3,89,52
29.400000000000002,87,154
29.400000000000002,88,103
29.400000000000002,89,52
29.5,87,155
29.5,88,103
29.5,89,52
29.6,87,155
29.6,88,104
29.6,89,52
29.700000000000003,87,156
29.700000000000003,88,104
29.700000000000003,89,52
29.8,87,156
29.8,88,105
29.8,89,53
29.900000000000002,87,157
29.900000000000002,88,105
29.900000000000002,89,53
